Genome,Length (bp),N50,Completeness %,Contamination%,Species representative,MGnify accession
GUT_GENOME162597,2168377,42017,99.19,0.81,GUT_GENOME162597,MGYG-HGUT-02751
GUT_GENOME162735,1972873,49358,99.19,0.81,GUT_GENOME162735,MGYG-HGUT-02752
GUT_GENOME162798,1488192,3505,68.35,1.97,GUT_GENOME162798,MGYG-HGUT-02753
GUT_GENOME162823,2097152,70077,97.58,0.81,GUT_GENOME162823,MGYG-HGUT-02754
GUT_GENOME163017,2057720,29101,98.31,2.02,GUT_GENOME163017,MGYG-HGUT-02755
GUT_GENOME163027,3762639,46457,98.09,0.0,GUT_GENOME163027,MGYG-HGUT-02756
GUT_GENOME163220,2128452,79346,100.0,0.81,GUT_GENOME163220,MGYG-HGUT-02757
GUT_GENOME163309,2266069,3411,71.48,2.48,GUT_GENOME163309,MGYG-HGUT-02758
GUT_GENOME163427,2008132,9333,94.15,3.32,GUT_GENOME163427,MGYG-HGUT-02759
GUT_GENOME163441,2129122,48110,100.0,0.81,GUT_GENOME163441,MGYG-HGUT-02760
GUT_GENOME163601,1238377,4021,74.43,0.89,GUT_GENOME163601,MGYG-HGUT-02761
GUT_GENOME163607,3275168,16969,96.42,1.89,GUT_GENOME163607,MGYG-HGUT-02762
GUT_GENOME163684,2048046,35745,99.1,0.0,GUT_GENOME163684,MGYG-HGUT-02763
GUT_GENOME163751,1943254,15794,91.48,2.15,GUT_GENOME163751,MGYG-HGUT-02764
GUT_GENOME163846,1830842,73747,85.48,0.88,GUT_GENOME163846,MGYG-HGUT-02765
GUT_GENOME164136,1779658,5708,86.95,4.03,GUT_GENOME164136,MGYG-HGUT-02766
GUT_GENOME164155,924264,55154,60.34,0.0,GUT_GENOME164155,MGYG-HGUT-02767
GUT_GENOME164210,1521598,5548,82.31,2.5,GUT_GENOME164210,MGYG-HGUT-02768
GUT_GENOME164212,1442874,4168,68.64,1.99,GUT_GENOME164212,MGYG-HGUT-02769
GUT_GENOME164213,2354150,10053,96.98,0.09,GUT_GENOME164213,MGYG-HGUT-02770
GUT_GENOME164229,1721016,11334,94.63,0.56,GUT_GENOME164229,MGYG-HGUT-02771
GUT_GENOME164255,2925670,5546,88.38,1.66,GUT_GENOME164255,MGYG-HGUT-02772
GUT_GENOME164321,1604284,100539,80.14,0.67,GUT_GENOME164321,MGYG-HGUT-02773
GUT_GENOME164334,3078759,206438,98.69,1.05,GUT_GENOME164334,MGYG-HGUT-02774
GUT_GENOME164337,2116416,57583,100.0,0.81,GUT_GENOME164337,MGYG-HGUT-02775
GUT_GENOME164403,1722658,5948,69.13,1.03,GUT_GENOME164403,MGYG-HGUT-02776
GUT_GENOME164707,1462546,12162,93.51,0.71,GUT_GENOME164707,MGYG-HGUT-02777
GUT_GENOME165031,2093657,161953,97.73,0.81,GUT_GENOME165031,MGYG-HGUT-02778
GUT_GENOME165490,3078380,125609,98.41,1.9,GUT_GENOME165490,MGYG-HGUT-02779
GUT_GENOME165741,2558178,62202,95.92,0.46,GUT_GENOME165741,MGYG-HGUT-02780
GUT_GENOME166385,1970017,14367,94.48,0.81,GUT_GENOME166385,MGYG-HGUT-02781
GUT_GENOME166524,2155682,72110,100.0,0.81,GUT_GENOME166524,MGYG-HGUT-02782
GUT_GENOME166968,2416856,43825,96.13,0.05,GUT_GENOME166968,MGYG-HGUT-02783
GUT_GENOME167061,2012007,54724,99.92,0.0,GUT_GENOME167061,MGYG-HGUT-02784
GUT_GENOME167727,1782446,3934,54.36,0.87,GUT_GENOME167727,MGYG-HGUT-02785
GUT_GENOME167896,1606694,79081,97.33,0.11,GUT_GENOME167896,MGYG-HGUT-02786
GUT_GENOME167947,3358325,58436,99.38,2.01,GUT_GENOME167947,MGYG-HGUT-02787
GUT_GENOME168217,1418375,5818,83.44,0.0,GUT_GENOME168217,MGYG-HGUT-02788
GUT_GENOME168551,1826765,182859,99.35,1.57,GUT_GENOME168551,MGYG-HGUT-02789
GUT_GENOME169111,1254341,4397,76.68,0.03,GUT_GENOME169111,MGYG-HGUT-02790
GUT_GENOME169805,1552787,4163,71.87,0.0,GUT_GENOME169805,MGYG-HGUT-02791
GUT_GENOME169909,1488827,88570,89.15,0.63,GUT_GENOME169909,MGYG-HGUT-02792
GUT_GENOME169923,1429834,4103,62.2,1.41,GUT_GENOME169923,MGYG-HGUT-02793
GUT_GENOME169940,1807406,14202,90.72,0.34,GUT_GENOME169940,MGYG-HGUT-02794
GUT_GENOME169952,1762327,18204,90.59,1.34,GUT_GENOME169952,MGYG-HGUT-02795
GUT_GENOME170057,1208730,275170,75.44,0.0,GUT_GENOME170057,MGYG-HGUT-02796
GUT_GENOME170405,1235752,3577,54.29,0.67,GUT_GENOME170405,MGYG-HGUT-02797
GUT_GENOME170432,1467573,31840,77.03,1.34,GUT_GENOME170432,MGYG-HGUT-02798
GUT_GENOME170467,1209627,33673,89.33,1.12,GUT_GENOME170467,MGYG-HGUT-02799
GUT_GENOME170487,2598484,59262,100.0,0.8,GUT_GENOME170487,MGYG-HGUT-02800
GUT_GENOME170490,1902228,19054,95.37,2.69,GUT_GENOME170490,MGYG-HGUT-02801
GUT_GENOME170498,2307981,60675,88.5,0.0,GUT_GENOME170498,MGYG-HGUT-02802
GUT_GENOME170504,2261140,41997,90.6,1.9,GUT_GENOME170504,MGYG-HGUT-02803
GUT_GENOME170510,1413908,63566,87.15,1.33,GUT_GENOME170510,MGYG-HGUT-02804
GUT_GENOME170534,2212369,143457,97.99,0.0,GUT_GENOME170534,MGYG-HGUT-02805
GUT_GENOME170556,1301509,7702,79.03,2.85,GUT_GENOME170556,MGYG-HGUT-02806
GUT_GENOME170578,1764558,99520,98.66,0.02,GUT_GENOME170578,MGYG-HGUT-02807
GUT_GENOME170612,1514881,4795,76.02,0.81,GUT_GENOME170612,MGYG-HGUT-02808
GUT_GENOME170652,1868435,4640,65.5,0.0,GUT_GENOME170652,MGYG-HGUT-02809
GUT_GENOME170653,2116279,61711,88.03,0.0,GUT_GENOME170653,MGYG-HGUT-02810
GUT_GENOME170681,1736572,29242,79.31,4.97,GUT_GENOME170681,MGYG-HGUT-02811
GUT_GENOME170709,940779,46718,74.34,1.12,GUT_GENOME170709,MGYG-HGUT-02812
GUT_GENOME170735,1890992,51138,98.16,0.0,GUT_GENOME170735,MGYG-HGUT-02813
GUT_GENOME170783,1046494,33210,91.57,0.0,GUT_GENOME170783,MGYG-HGUT-02814
GUT_GENOME171326,1697277,256598,99.39,0.0,GUT_GENOME171326,MGYG-HGUT-02815
GUT_GENOME171356,4948992,373975,100.0,0.72,GUT_GENOME171356,MGYG-HGUT-02816
GUT_GENOME171359,6425839,139280,99.71,0.33,GUT_GENOME171359,MGYG-HGUT-02817
GUT_GENOME171367,4155491,90599,98.6,3.85,GUT_GENOME171367,MGYG-HGUT-02818
GUT_GENOME171392,1971073,236523,100.0,0.0,GUT_GENOME171392,MGYG-HGUT-02819
GUT_GENOME171445,883065,14550,59.1,0.63,GUT_GENOME171445,MGYG-HGUT-02820
GUT_GENOME171448,1823789,81860,99.24,0.0,GUT_GENOME171448,MGYG-HGUT-02821
GUT_GENOME171536,976909,69121,56.9,0.0,GUT_GENOME171536,MGYG-HGUT-02822
GUT_GENOME171567,4424695,40016,70.62,0.0,GUT_GENOME171567,MGYG-HGUT-02823
GUT_GENOME171593,2038947,12905,90.86,3.76,GUT_GENOME171593,MGYG-HGUT-02824
GUT_GENOME171597,5145656,257727,98.35,1.54,GUT_GENOME171597,MGYG-HGUT-02825
GUT_GENOME171643,1064248,7411,61.27,0.34,GUT_GENOME171643,MGYG-HGUT-02826
GUT_GENOME171648,5102924,105714,99.57,0.43,GUT_GENOME171648,MGYG-HGUT-02827
GUT_GENOME171681,2102749,4512,56.1,0.67,GUT_GENOME171681,MGYG-HGUT-02828
GUT_GENOME171682,5484129,11144,83.59,1.27,GUT_GENOME171682,MGYG-HGUT-02829
GUT_GENOME171683,1874743,15993,90.7,3.71,GUT_GENOME171683,MGYG-HGUT-02830
GUT_GENOME172369,1529515,51414,97.55,0.95,GUT_GENOME172369,MGYG-HGUT-02831
GUT_GENOME172376,2701309,20628,89.09,0.83,GUT_GENOME172376,MGYG-HGUT-02832
GUT_GENOME172433,1665260,5602,82.26,4.81,GUT_GENOME172433,MGYG-HGUT-02833
GUT_GENOME172443,3427886,12255,92.77,3.65,GUT_GENOME172443,MGYG-HGUT-02834
GUT_GENOME172926,2863124,42751,98.1,0.95,GUT_GENOME172926,MGYG-HGUT-02835
GUT_GENOME172932,4582914,113325,96.42,2.01,GUT_GENOME172932,MGYG-HGUT-02836
GUT_GENOME172942,3323798,52192,96.29,0.32,GUT_GENOME172942,MGYG-HGUT-02837
GUT_GENOME172958,3567810,73267,99.06,0.73,GUT_GENOME172958,MGYG-HGUT-02838
GUT_GENOME173058,1704884,72718,99.45,0.27,GUT_GENOME173058,MGYG-HGUT-02839
GUT_GENOME173857,2700049,90147,95.79,2.71,GUT_GENOME173857,MGYG-HGUT-02840
GUT_GENOME173869,2563577,167864,94.63,0.67,GUT_GENOME173869,MGYG-HGUT-02841
GUT_GENOME174134,667393,26159,51.72,0.0,GUT_GENOME174134,MGYG-HGUT-02842
GUT_GENOME174135,1613077,13596,84.27,4.51,GUT_GENOME174135,MGYG-HGUT-02843
GUT_GENOME174301,2198622,47649,98.39,0.81,GUT_GENOME174301,MGYG-HGUT-02844
GUT_GENOME174465,2730908,80313,95.91,0.58,GUT_GENOME174465,MGYG-HGUT-02845
GUT_GENOME174809,3432213,79743,99.41,0.59,GUT_GENOME174809,MGYG-HGUT-02846
GUT_GENOME174855,2000233,23114,83.66,3.34,GUT_GENOME174855,MGYG-HGUT-02847
GUT_GENOME174867,1776420,155419,97.99,0.22,GUT_GENOME174867,MGYG-HGUT-02848
GUT_GENOME174952,2017244,14737,93.71,2.02,GUT_GENOME174952,MGYG-HGUT-02849
GUT_GENOME175045,1884856,11088,91.59,0.0,GUT_GENOME175045,MGYG-HGUT-02850
GUT_GENOME175069,2160344,15112,91.13,1.88,GUT_GENOME175069,MGYG-HGUT-02851
GUT_GENOME175097,2110577,40437,96.77,0.81,GUT_GENOME175097,MGYG-HGUT-02852
GUT_GENOME175115,1935934,18364,87.58,0.0,GUT_GENOME175115,MGYG-HGUT-02853
GUT_GENOME175131,2123910,12364,100.0,0.47,GUT_GENOME175131,MGYG-HGUT-02854
GUT_GENOME175146,1874529,7200,90.51,0.15,GUT_GENOME175146,MGYG-HGUT-02855
GUT_GENOME175166,1288484,52339,69.35,0.81,GUT_GENOME175166,MGYG-HGUT-02856
GUT_GENOME175197,2686801,6727,80.04,0.0,GUT_GENOME175197,MGYG-HGUT-02857
GUT_GENOME175216,2129355,74134,99.19,0.81,GUT_GENOME175216,MGYG-HGUT-02858
GUT_GENOME175234,2249267,64116,99.19,0.81,GUT_GENOME175234,MGYG-HGUT-02859
GUT_GENOME175312,2128653,27825,95.97,0.81,GUT_GENOME175312,MGYG-HGUT-02860
GUT_GENOME175326,2242985,62934,98.2,0.0,GUT_GENOME175326,MGYG-HGUT-02861
GUT_GENOME175344,1233090,53091,62.03,0.0,GUT_GENOME175344,MGYG-HGUT-02862
GUT_GENOME175345,1733245,7419,79.06,1.9,GUT_GENOME175345,MGYG-HGUT-02863
GUT_GENOME175384,1986846,10695,94.35,3.23,GUT_GENOME175384,MGYG-HGUT-02864
GUT_GENOME175423,1813301,53779,93.95,0.81,GUT_GENOME175423,MGYG-HGUT-02865
GUT_GENOME175534,1570959,8109,78.2,0.81,GUT_GENOME175534,MGYG-HGUT-02866
GUT_GENOME175554,1832154,12612,84.04,2.48,GUT_GENOME175554,MGYG-HGUT-02867
GUT_GENOME175570,1593426,5355,66.51,1.7,GUT_GENOME175570,MGYG-HGUT-02868
GUT_GENOME175577,2046457,15344,90.4,1.69,GUT_GENOME175577,MGYG-HGUT-02869
GUT_GENOME175602,1225239,77622,91.01,0.0,GUT_GENOME175602,MGYG-HGUT-02870
GUT_GENOME175622,1434744,5131,59.73,0.0,GUT_GENOME175622,MGYG-HGUT-02871
GUT_GENOME175656,3007809,24850,91.25,0.5,GUT_GENOME175656,MGYG-HGUT-02872
GUT_GENOME175792,1867269,58837,98.92,0.0,GUT_GENOME175792,MGYG-HGUT-02873
GUT_GENOME175819,2306396,66231,92.95,0.67,GUT_GENOME175819,MGYG-HGUT-02874
GUT_GENOME175935,2551568,55858,97.23,0.42,GUT_GENOME175935,MGYG-HGUT-02875
GUT_GENOME175986,2223395,181749,98.58,0.0,GUT_GENOME175986,MGYG-HGUT-02876
GUT_GENOME176020,2502849,73058,79.44,0.0,GUT_GENOME176020,MGYG-HGUT-02877
GUT_GENOME176035,2590775,30600,92.14,0.71,GUT_GENOME176035,MGYG-HGUT-02878
GUT_GENOME176037,653054,3859,53.14,0.0,GUT_GENOME176037,MGYG-HGUT-02879
GUT_GENOME176039,1989530,66136,97.32,0.0,GUT_GENOME176039,MGYG-HGUT-02880
GUT_GENOME176043,1270591,4781,59.81,0.0,GUT_GENOME176043,MGYG-HGUT-02881
GUT_GENOME176098,2163775,96246,94.63,0.67,GUT_GENOME176098,MGYG-HGUT-02882
GUT_GENOME176363,1791873,11220,88.03,3.85,GUT_GENOME176363,MGYG-HGUT-02883
GUT_GENOME176407,2277749,57653,91.45,0.85,GUT_GENOME176407,MGYG-HGUT-02884
GUT_GENOME176464,3148284,5688,66.24,0.83,GUT_GENOME176464,MGYG-HGUT-02885
GUT_GENOME176465,4276654,15863,89.86,1.66,GUT_GENOME176465,MGYG-HGUT-02886
GUT_GENOME176483,1405530,9821,85.48,1.22,GUT_GENOME176483,MGYG-HGUT-02887
GUT_GENOME176533,2480296,40386,96.06,0.0,GUT_GENOME176533,MGYG-HGUT-02888
GUT_GENOME176629,4513078,87174,99.66,0.12,GUT_GENOME176629,MGYG-HGUT-02889
GUT_GENOME176717,1541311,7139,88.45,0.0,GUT_GENOME176717,MGYG-HGUT-02890
GUT_GENOME176732,1652745,15783,95.99,1.43,GUT_GENOME176732,MGYG-HGUT-02891
GUT_GENOME176733,1231601,6583,68.37,0.0,GUT_GENOME176733,MGYG-HGUT-02892
GUT_GENOME176758,1897749,29635,97.5,0.08,GUT_GENOME176758,MGYG-HGUT-02893
GUT_GENOME176893,2092236,42232,99.21,0.79,GUT_GENOME176893,MGYG-HGUT-02894
GUT_GENOME176916,1578228,6447,81.72,0.69,GUT_GENOME176916,MGYG-HGUT-02895
GUT_GENOME176975,1162892,6845,65.55,0.0,GUT_GENOME176975,MGYG-HGUT-02896
GUT_GENOME176985,2017891,95904,99.41,1.18,GUT_GENOME176985,MGYG-HGUT-02897
GUT_GENOME177056,2077686,210080,97.54,0.34,GUT_GENOME177056,MGYG-HGUT-02898
GUT_GENOME177165,2035249,34862,98.42,0.98,GUT_GENOME177165,MGYG-HGUT-02899
GUT_GENOME177196,2460697,30373,99.01,0.95,GUT_GENOME177196,MGYG-HGUT-02900
GUT_GENOME177322,1162260,4582,59.95,1.68,GUT_GENOME177322,MGYG-HGUT-02901
GUT_GENOME177382,1044038,4785,65.45,2.69,GUT_GENOME177382,MGYG-HGUT-02902
GUT_GENOME177425,1204906,19228,94.05,0.69,GUT_GENOME177425,MGYG-HGUT-02903
GUT_GENOME177471,5266198,83802,69.31,0.0,GUT_GENOME177471,MGYG-HGUT-02904
GUT_GENOME177790,2448974,34713,95.93,0.19,GUT_GENOME177790,MGYG-HGUT-02905
GUT_GENOME177793,2187686,7773,73.38,1.9,GUT_GENOME177793,MGYG-HGUT-02906
GUT_GENOME178919,3559920,62424,96.84,0.63,GUT_GENOME178919,MGYG-HGUT-02907
GUT_GENOME178960,1338544,256572,93.55,0.0,GUT_GENOME178960,MGYG-HGUT-02908
GUT_GENOME178989,1190953,45478,62.23,0.0,GUT_GENOME178989,MGYG-HGUT-02909
GUT_GENOME179059,1892476,87688,100.0,0.0,GUT_GENOME179059,MGYG-HGUT-02910
GUT_GENOME179190,2147475,71944,100.0,0.81,GUT_GENOME179190,MGYG-HGUT-02911
GUT_GENOME179445,1879491,33271,92.51,0.0,GUT_GENOME179445,MGYG-HGUT-02912
GUT_GENOME179657,2137677,37811,90.38,1.01,GUT_GENOME179657,MGYG-HGUT-02913
GUT_GENOME179676,1503585,28060,71.52,0.0,GUT_GENOME179676,MGYG-HGUT-02914
GUT_GENOME179840,1762513,9852,89.42,0.81,GUT_GENOME179840,MGYG-HGUT-02915
GUT_GENOME179909,1930338,28978,94.96,0.81,GUT_GENOME179909,MGYG-HGUT-02916
GUT_GENOME179927,2059693,36980,99.35,1.61,GUT_GENOME179927,MGYG-HGUT-02917
GUT_GENOME179941,2069327,36082,98.39,2.49,GUT_GENOME179941,MGYG-HGUT-02918
GUT_GENOME179954,2270965,88437,100.0,0.81,GUT_GENOME179954,MGYG-HGUT-02919
GUT_GENOME180009,2230487,9585,87.13,1.38,GUT_GENOME180009,MGYG-HGUT-02920
GUT_GENOME180017,1339630,4442,67.73,2.04,GUT_GENOME180017,MGYG-HGUT-02921
GUT_GENOME180041,2264361,120357,95.0,0.0,GUT_GENOME180041,MGYG-HGUT-02922
GUT_GENOME180088,1930887,14662,93.95,1.61,GUT_GENOME180088,MGYG-HGUT-02923
GUT_GENOME180129,2950040,40900,98.39,0.07,GUT_GENOME180129,MGYG-HGUT-02924
GUT_GENOME180273,1410926,193246,95.22,2.25,GUT_GENOME180273,MGYG-HGUT-02925
GUT_GENOME180274,1891686,76067,93.96,0.67,GUT_GENOME180274,MGYG-HGUT-02926
GUT_GENOME180310,1628596,6206,75.67,1.97,GUT_GENOME180310,MGYG-HGUT-02927
GUT_GENOME180601,1118229,55000,65.32,0.07,GUT_GENOME180601,MGYG-HGUT-02928
GUT_GENOME180992,1552334,5868,79.6,2.69,GUT_GENOME180992,MGYG-HGUT-02929
GUT_GENOME181333,2680968,34681,95.97,0.0,GUT_GENOME181333,MGYG-HGUT-02930
GUT_GENOME181651,768256,3224,52.75,0.18,GUT_GENOME181651,MGYG-HGUT-02931
GUT_GENOME181927,2179007,92214,100.0,0.81,GUT_GENOME181927,MGYG-HGUT-02932
GUT_GENOME182311,3120707,66443,98.5,0.32,GUT_GENOME182311,MGYG-HGUT-02933
GUT_GENOME182432,2823222,9611,94.53,1.35,GUT_GENOME182432,MGYG-HGUT-02934
GUT_GENOME183079,2727252,43918,86.89,0.0,GUT_GENOME183079,MGYG-HGUT-02935
GUT_GENOME183261,1843617,9399,90.73,0.81,GUT_GENOME183261,MGYG-HGUT-02936
GUT_GENOME183568,2947302,9073,93.97,0.19,GUT_GENOME183568,MGYG-HGUT-02937
GUT_GENOME183774,2518779,4509,67.04,0.95,GUT_GENOME183774,MGYG-HGUT-02938
GUT_GENOME183802,2985142,4394,66.52,2.06,GUT_GENOME183802,MGYG-HGUT-02939
GUT_GENOME185132,1364574,9854,84.26,1.03,GUT_GENOME185132,MGYG-HGUT-02940
GUT_GENOME185247,1921862,32236,92.92,1.95,GUT_GENOME185247,MGYG-HGUT-02941
GUT_GENOME185248,559257,9718,59.5,0.0,GUT_GENOME185248,MGYG-HGUT-02942
GUT_GENOME185251,3026158,14018,97.07,1.88,GUT_GENOME185251,MGYG-HGUT-02943
GUT_GENOME185273,2679802,84623,95.62,0.67,GUT_GENOME185273,MGYG-HGUT-02944
GUT_GENOME185278,3969748,158716,99.12,0.71,GUT_GENOME185278,MGYG-HGUT-02945
GUT_GENOME185532,4682631,7240,68.42,1.75,GUT_GENOME185532,MGYG-HGUT-02946
GUT_GENOME185633,1946794,46857,97.58,0.0,GUT_GENOME185633,MGYG-HGUT-02947
GUT_GENOME185774,2158735,74694,100.0,0.81,GUT_GENOME185774,MGYG-HGUT-02948
GUT_GENOME186025,4765419,59357,94.6,2.83,GUT_GENOME186025,MGYG-HGUT-02949
GUT_GENOME186046,1473797,4109,73.32,3.27,GUT_GENOME186046,MGYG-HGUT-02950
GUT_GENOME186053,651430,34208,63.74,0.85,GUT_GENOME186053,MGYG-HGUT-02951
GUT_GENOME186054,1081288,5743,65.52,0.0,GUT_GENOME186054,MGYG-HGUT-02952
GUT_GENOME186073,3706118,30679,99.06,3.42,GUT_GENOME186073,MGYG-HGUT-02953
GUT_GENOME186087,2474898,79564,96.45,0.71,GUT_GENOME186087,MGYG-HGUT-02954
GUT_GENOME186342,2308820,29821,93.96,0.2,GUT_GENOME186342,MGYG-HGUT-02955
GUT_GENOME187014,1178622,4289,63.31,0.9,GUT_GENOME187014,MGYG-HGUT-02956
GUT_GENOME187126,1872414,6290,73.24,1.88,GUT_GENOME187126,MGYG-HGUT-02957
GUT_GENOME187127,2138240,98704,99.19,0.81,GUT_GENOME187127,MGYG-HGUT-02958
GUT_GENOME187394,1622414,199765,98.95,0.0,GUT_GENOME187394,MGYG-HGUT-02959
GUT_GENOME187777,3004760,32413,63.1,0.0,GUT_GENOME187777,MGYG-HGUT-02960
GUT_GENOME187900,2107327,32358,98.39,0.81,GUT_GENOME187900,MGYG-HGUT-02961
GUT_GENOME188058,3186188,38003,97.53,0.9,GUT_GENOME188058,MGYG-HGUT-02962
GUT_GENOME188395,5077023,109966,99.33,2.35,GUT_GENOME188395,MGYG-HGUT-02963
GUT_GENOME188398,2326356,9191,86.38,1.34,GUT_GENOME188398,MGYG-HGUT-02964
GUT_GENOME188419,2046279,24020,97.65,1.01,GUT_GENOME188419,MGYG-HGUT-02965
GUT_GENOME188425,4084328,62270,93.67,3.27,GUT_GENOME188425,MGYG-HGUT-02966
GUT_GENOME188428,2610517,145251,53.45,0.0,GUT_GENOME188428,MGYG-HGUT-02967
GUT_GENOME188619,2129771,29431,96.77,1.61,GUT_GENOME188619,MGYG-HGUT-02968
GUT_GENOME188728,1973557,207529,99.28,1.5,GUT_GENOME188728,MGYG-HGUT-02969
GUT_GENOME189179,1986738,13994,90.59,3.71,GUT_GENOME189179,MGYG-HGUT-02970
GUT_GENOME189446,1990751,47893,99.19,0.81,GUT_GENOME189446,MGYG-HGUT-02971
GUT_GENOME189556,1431879,66664,100.0,0.0,GUT_GENOME189556,MGYG-HGUT-02972
GUT_GENOME189606,2508861,7442,71.22,0.63,GUT_GENOME189606,MGYG-HGUT-02973
GUT_GENOME189814,2263240,57746,95.45,0.0,GUT_GENOME189814,MGYG-HGUT-02974
GUT_GENOME189835,1749361,12105,94.28,0.0,GUT_GENOME189835,MGYG-HGUT-02975
GUT_GENOME189839,624962,13630,61.51,0.0,GUT_GENOME189839,MGYG-HGUT-02976
GUT_GENOME189877,1471933,22835,87.6,2.88,GUT_GENOME189877,MGYG-HGUT-02977
GUT_GENOME189954,2133642,19630,95.05,2.02,GUT_GENOME189954,MGYG-HGUT-02978
GUT_GENOME190114,2149943,50228,92.74,1.73,GUT_GENOME190114,MGYG-HGUT-02979
GUT_GENOME190117,2260187,33868,96.64,0.0,GUT_GENOME190117,MGYG-HGUT-02980
GUT_GENOME190202,2151937,116141,83.87,0.81,GUT_GENOME190202,MGYG-HGUT-02981
GUT_GENOME190324,1039311,5832,52.59,0.0,GUT_GENOME190324,MGYG-HGUT-02982
GUT_GENOME190431,1248288,49787,58.62,0.0,GUT_GENOME190431,MGYG-HGUT-02983
GUT_GENOME190474,1653947,6695,74.61,1.7,GUT_GENOME190474,MGYG-HGUT-02984
GUT_GENOME190811,2543992,29926,93.02,3.48,GUT_GENOME190811,MGYG-HGUT-02985
GUT_GENOME191265,1827227,53290,98.56,0.19,GUT_GENOME191265,MGYG-HGUT-02986
GUT_GENOME191309,674133,201739,62.39,0.0,GUT_GENOME191309,MGYG-HGUT-02987
GUT_GENOME191311,1973013,9500,65.54,1.72,GUT_GENOME191311,MGYG-HGUT-02988
GUT_GENOME191958,2828077,73793,91.46,0.0,GUT_GENOME191958,MGYG-HGUT-02989
GUT_GENOME192289,1615172,270524,98.73,0.0,GUT_GENOME192289,MGYG-HGUT-02990
GUT_GENOME192690,2117444,49127,98.39,0.81,GUT_GENOME192690,MGYG-HGUT-02991
GUT_GENOME192714,2425923,78205,88.07,1.95,GUT_GENOME192714,MGYG-HGUT-02992
GUT_GENOME192801,2537318,62585,95.97,1.01,GUT_GENOME192801,MGYG-HGUT-02993
GUT_GENOME192857,2223689,61000,99.7,0.0,GUT_GENOME192857,MGYG-HGUT-02994
GUT_GENOME192985,4720348,34352,85.32,4.43,GUT_GENOME192985,MGYG-HGUT-02995
GUT_GENOME193080,2461669,64237,94.56,1.08,GUT_GENOME193080,MGYG-HGUT-02996
GUT_GENOME193126,1565244,91234,73.02,0.13,GUT_GENOME193126,MGYG-HGUT-02997
GUT_GENOME193231,1260934,47437,86.29,0.81,GUT_GENOME193231,MGYG-HGUT-02998
GUT_GENOME193237,876170,19089,52.74,0.0,GUT_GENOME193237,MGYG-HGUT-02999
GUT_GENOME193238,1497242,13139,60.31,0.0,GUT_GENOME193238,MGYG-HGUT-03000
GUT_GENOME193239,1905072,119493,92.72,0.63,GUT_GENOME193239,MGYG-HGUT-03001
GUT_GENOME193403,1839775,18082,50.88,0.0,GUT_GENOME193403,MGYG-HGUT-03002
GUT_GENOME193531,1845572,36850,97.58,0.0,GUT_GENOME193531,MGYG-HGUT-03003
GUT_GENOME193535,2769057,71360,97.44,0.13,GUT_GENOME193535,MGYG-HGUT-03004
GUT_GENOME193642,2620760,8990,87.8,2.07,GUT_GENOME193642,MGYG-HGUT-03005
GUT_GENOME193885,1700612,10065,86.28,0.81,GUT_GENOME193885,MGYG-HGUT-03006
GUT_GENOME194012,2214898,63356,100.0,0.81,GUT_GENOME194012,MGYG-HGUT-03007
GUT_GENOME194072,664737,19853,60.68,0.0,GUT_GENOME194072,MGYG-HGUT-03008
GUT_GENOME194073,1309457,4409,50.43,0.0,GUT_GENOME194073,MGYG-HGUT-03009
GUT_GENOME194081,1478056,9924,81.63,1.09,GUT_GENOME194081,MGYG-HGUT-03010
GUT_GENOME194232,2087458,46757,94.35,0.81,GUT_GENOME194232,MGYG-HGUT-03011
GUT_GENOME194547,3168635,90238,97.72,0.32,GUT_GENOME194547,MGYG-HGUT-03012
GUT_GENOME194589,2494431,33818,95.12,0.32,GUT_GENOME194589,MGYG-HGUT-03013
GUT_GENOME194590,1770918,44320,91.9,0.55,GUT_GENOME194590,MGYG-HGUT-03014
GUT_GENOME194726,1858471,9233,94.13,2.4,GUT_GENOME194726,MGYG-HGUT-03015
GUT_GENOME194757,3944563,21625,82.07,0.0,GUT_GENOME194757,MGYG-HGUT-03016
GUT_GENOME194902,2223547,41698,98.75,0.0,GUT_GENOME194902,MGYG-HGUT-03017
GUT_GENOME195281,2600623,13748,93.68,2.4,GUT_GENOME195281,MGYG-HGUT-03018
GUT_GENOME195293,1454145,37551,75.59,0.96,GUT_GENOME195293,MGYG-HGUT-03019
GUT_GENOME195439,1433754,5555,67.97,0.88,GUT_GENOME195439,MGYG-HGUT-03020
GUT_GENOME195657,661440,3992,54.31,0.0,GUT_GENOME195657,MGYG-HGUT-03021
GUT_GENOME195667,2229238,82514,100.0,0.0,GUT_GENOME195667,MGYG-HGUT-03022
GUT_GENOME195758,1826986,5370,71.99,1.16,GUT_GENOME195758,MGYG-HGUT-03023
GUT_GENOME195840,1986334,16483,98.39,1.73,GUT_GENOME195840,MGYG-HGUT-03024
GUT_GENOME195910,1925820,12554,90.81,1.34,GUT_GENOME195910,MGYG-HGUT-03025
GUT_GENOME195950,1838937,9514,87.63,0.99,GUT_GENOME195950,MGYG-HGUT-03026
GUT_GENOME196000,1615471,7315,78.76,0.0,GUT_GENOME196000,MGYG-HGUT-03027
GUT_GENOME196068,1954159,6274,86.53,2.09,GUT_GENOME196068,MGYG-HGUT-03028
GUT_GENOME196097,1949426,16606,96.77,0.81,GUT_GENOME196097,MGYG-HGUT-03029
